Date,Day_of_Week,Is_Weekend,Season,Weather_Type,Special_Occasion,Holiday,Total_Customers,LPG_Usage_kg,Dosa_Sold,Idly_Sold,Vada_Sold,Puri_Sold
2020-10-27,Tuesday,0,Autumn,Sunny,No Occasion,0,286,7.78,108,100,53,25
2020-10-28,Wednesday,0,Autumn,Sunny,No Occasion,0,335,6.87,115,98,60,62
2020-10-29,Thursday,0,Autumn,Rainy,No Occasion,0,338,7.24,111,108,61,58
2020-10-30,Friday,0,Autumn,Sunny,No Occasion,0,416,10.42,73,119,124,100
2020-10-31,Saturday,1,Autumn,Sunny,No Occasion,0,460,12.34,204,84,133,39
2020-11-01,Sunday,1,Autumn,Rainy,No Occasion,0,377,11.31,120,145,103,9
2020-11-02,Monday,0,Autumn,Sunny,No Occasion,0,296,7.93,63,51,54,128
2020-11-03,Tuesday,0,Autumn,Cloudy,No Occasion,0,391,8.16,130,129,64,68
2020-11-04,Wednesday,0,Autumn,Sunny,No Occasion,0,349,9.59,81,106,97,65
2020-11-05,Thursday,0,Autumn,Sunny,No Occasion,0,352,7.59,113,73,101,65
2020-11-06,Friday,0,Autumn,Rainy,No Occasion,0,251,7.53,99,61,47,44
2020-11-07,Saturday,1,Autumn,Cloudy,No Occasion,0,434,12.2,175,96,113,50
2020-11-08,Sunday,1,Autumn,Sunny,No Occasion,0,447,13.19,179,89,118,61
2020-11-09,Monday,0,Autumn,Sunny,No Occasion,0,344,9.66,94,91,83,76
2020-11-10,Tuesday,0,Autumn,Cloudy,Festival,0,576,13.59,184,95,100,197
2020-11-11,Wednesday,0,Autumn,Rainy,No Occasion,0,286,7.16,75,99,79,33
2020-11-12,Thursday,0,Autumn,Sunny,No Occasion,0,269,7.14,94,97,16,62
2020-11-13,Friday,0,Autumn,Sunny,No Occasion,0,291,6.66,121,50,71,49
2020-11-14,Saturday,1,Autumn,Sunny,No Occasion,0,421,10.97,192,95,76,58
2020-11-15,Sunday,1,Autumn,Sunny,No Occasion,0,474,12.08,136,192,95,51
2020-11-16,Monday,0,Autumn,Rainy,Local Event,1,354,7.93,73,106,106,69
2020-11-17,Tuesday,0,Autumn,Sunny,No Occasion,0,306,6.97,97,87,82,40
2020-11-18,Wednesday,0,Autumn,Cloudy,Festival,1,689,15.73,183,108,127,271
2020-11-19,Thursday,0,Autumn,Sunny,No Occasion,0,427,10.87,191,99,109,28
2020-11-20,Friday,0,Autumn,Cloudy,Festival,1,600,14.02,163,105,170,162
2020-11-21,Saturday,1,Autumn,Sunny,Local Event,0,345,8.93,119,95,98,33
2020-11-22,Sunday,1,Autumn,Sunny,Local Event,1,591,15.39,123,146,151,171
2020-11-23,Monday,0,Autumn,Cloudy,No Occasion,1,514,11.84,168,162,163,21
2020-11-24,Tuesday,0,Autumn,Sunny,No Occasion,0,275,7.69,105,77,43,50
2020-11-25,Wednesday,0,Autumn,Sunny,No Occasion,0,258,5.99,80,59,54,65
2020-11-26,Thursday,0,Autumn,Rainy,No Occasion,0,282,8.2,55,141,63,23
2020-11-27,Friday,0,Autumn,Rainy,No Occasion,0,224,4.88,72,81,55,16
2020-11-28,Saturday,1,Autumn,Sunny,No Occasion,1,548,14.69,187,16,178,167
2020-11-29,Sunday,1,Autumn,Rainy,No Occasion,0,365,10.62,167,147,23,28
2020-11-30,Monday,0,Autumn,Cloudy,No Occasion,0,349,8.64,69,80,72,128
2020-12-01,Tuesday,0,Winter,Cold,No Occasion,0,273,6.85,81,82,50,60
2020-12-02,Wednesday,0,Winter,Cold,Local Event,0,309,8.74,70,68,80,91
2020-12-03,Thursday,0,Winter,Sunny,No Occasion,0,331,8.92,79,144,62,46
2020-12-04,Friday,0,Winter,Cold,Festival,1,641,14.05,82,134,175,250
2020-12-05,Saturday,1,Winter,Foggy,Festival,1,604,14.79,133,174,116,181
2020-12-06,Sunday,1,Winter,Foggy,No Occasion,0,369,10.86,110,103,57,99
2020-12-07,Monday,0,Winter,Foggy,No Occasion,0,319,7.2,86,60,72,101
2020-12-08,Tuesday,0,Winter,Foggy,No Occasion,0,261,7.72,98,56,57,50
2020-12-09,Wednesday,0,Winter,Foggy,No Occasion,0,252,5.22,86,58,62,46
2020-12-10,Thursday,0,Winter,Cold,No Occasion,0,323,7.45,91,79,45,108
2020-12-11,Friday,0,Winter,Sunny,No Occasion,0,350,10.1,112,130,21,87
2020-12-12,Saturday,1,Winter,Cold,No Occasion,0,389,9.89,103,86,48,152
2020-12-13,Sunday,1,Winter,Cold,No Occasion,0,472,11.84,137,105,77,153
2020-12-14,Monday,0,Winter,Cold,No Occasion,0,319,9.21,92,101,7,119
2020-12-15,Tuesday,0,Winter,Cold,No Occasion,0,296,6.05,57,119,47,73
2020-12-16,Wednesday,0,Winter,Sunny,No Occasion,0,308,7.49,127,103,48,30
2020-12-17,Thursday,0,Winter,Sunny,Local Event,0,216,4.67,46,53,74,43
2020-12-18,Friday,0,Winter,Rainy,No Occasion,0,197,4.07,38,99,35,25
2020-12-19,Saturday,1,Winter,Rainy,No Occasion,0,369,7.59,102,119,43,105
2020-12-20,Sunday,1,Winter,Cold,Local Event,0,349,7.25,96,64,112,77
2020-12-21,Monday,0,Winter,Sunny,No Occasion,0,242,6.3,57,68,64,53
2020-12-22,Tuesday,0,Winter,Cold,No Occasion,0,302,6.59,83,81,51,87
2020-12-23,Wednesday,0,Winter,Foggy,No Occasion,0,266,6.0,74,59,57,76
2020-12-24,Thursday,0,Winter,Sunny,No Occasion,0,289,5.85,95,54,87,53
2020-12-25,Friday,0,Winter,Sunny,No Occasion,0,275,7.9,81,50,33,111
2020-12-26,Saturday,1,Winter,Rainy,No Occasion,0,358,8.59,115,100,39,104
2020-12-27,Sunday,1,Winter,Foggy,No Occasion,1,487,12.68,172,91,106,118
2020-12-28,Monday,0,Winter,Foggy,Festival,0,552,11.35,134,66,114,238
2020-12-29,Tuesday,0,Winter,Cold,No Occasion,0,331,6.74,96,93,69,73
2020-12-30,Wednesday,0,Winter,Cold,Festival,1,497,12.46,96,66,130,205
2020-12-31,Thursday,0,Winter,Foggy,Festival,1,659,15.9,121,83,189,266
2021-01-01,Friday,0,Winter,Cold,Local Event,0,338,7.47,139,71,32,96
2021-01-02,Saturday,1,Winter,Cold,Local Event,1,614,12.59,166,138,103,207
2021-01-03,Sunday,1,Winter,Rainy,Local Event,1,293,6.82,103,72,52,66
2021-01-04,Monday,0,Winter,Foggy,No Occasion,1,388,10.91,76,82,108,122
2021-01-05,Tuesday,0,Winter,Sunny,No Occasion,0,410,10.57,115,109,65,121
2021-01-06,Wednesday,0,Winter,Sunny,Local Event,1,475,13.69,186,120,22,147
2021-01-07,Thursday,0,Winter,Foggy,No Occasion,0,304,7.07,107,55,65,77
2021-01-08,Friday,0,Winter,Foggy,No Occasion,0,305,9.03,127,65,56,57
2021-01-09,Saturday,1,Winter,Cold,No Occasion,0,409,10.99,126,69,101,113
2021-01-10,Sunday,1,Winter,Cold,No Occasion,0,266,6.21,101,34,60,71
2021-01-11,Monday,0,Winter,Cold,No Occasion,0,272,7.98,96,42,76,58
2021-01-12,Tuesday,0,Winter,Cold,No Occasion,0,258,6.49,56,45,69,88
2021-01-13,Wednesday,0,Winter,Cold,Local Event,0,369,7.51,83,109,54,123
2021-01-14,Thursday,0,Winter,Foggy,No Occasion,0,291,7.7,84,101,46,60
2021-01-15,Friday,0,Winter,Cold,Festival,1,714,19.82,177,64,137,336
2021-01-16,Saturday,1,Winter,Sunny,No Occasion,0,449,10.4,130,175,66,78
2021-01-17,Sunday,1,Winter,Foggy,No Occasion,0,466,13.07,186,113,107,60
2021-01-18,Monday,0,Winter,Sunny,No Occasion,0,202,4.25,93,67,26,16
2021-01-19,Tuesday,0,Winter,Foggy,No Occasion,0,323,8.7,99,68,58,98
2021-01-20,Wednesday,0,Winter,Sunny,Festival,0,515,14.97,107,119,122,167
2021-01-21,Thursday,0,Winter,Foggy,No Occasion,0,285,8.3,72,104,78,31
2021-01-22,Friday,0,Winter,Foggy,No Occasion,0,275,7.41,86,61,62,66
2021-01-23,Saturday,1,Winter,Cold,Festival,1,699,16.45,196,101,161,241
2021-01-24,Sunday,1,Winter,Foggy,No Occasion,0,376,8.04,146,63,95,72
2021-01-25,Monday,0,Winter,Cold,No Occasion,0,296,6.62,109,53,56,78
2021-01-26,Tuesday,0,Winter,Sunny,No Occasion,0,358,7.93,114,69,90,85
2021-01-27,Wednesday,0,Winter,Cold,No Occasion,0,379,8.52,121,68,72,118
2021-01-28,Thursday,0,Winter,Sunny,No Occasion,0,298,8.42,63,50,92,93
2021-01-29,Friday,0,Winter,Foggy,No Occasion,0,281,7.56,68,95,47,71
2021-01-30,Saturday,1,Winter,Foggy,Festival,1,603,15.07,122,99,172,210
2021-01-31,Sunday,1,Winter,Sunny,No Occasion,0,389,8.7,152,30,113,94
2021-02-01,Monday,0,Winter,Sunny,No Occasion,0,327,9.02,96,58,75,98
2021-02-02,Tuesday,0,Winter,Foggy,No Occasion,0,392,8.82,78,122,78,114
2021-02-03,Wednesday,0,Winter,Cold,No Occasion,0,305,8.52,108,51,32,114
2021-02-04,Thursday,0,Winter,Foggy,No Occasion,0,318,6.94,79,122,39,78
2021-02-05,Friday,0,Winter,Sunny,No Occasion,0,281,8.36,51,88,74,68
2021-02-06,Saturday,1,Winter,Sunny,No Occasion,0,463,9.84,147,77,123,116
2021-02-07,Sunday,1,Winter,Foggy,No Occasion,0,384,9.37,92,107,100,85
2021-02-08,Monday,0,Winter,Cold,Festival,1,640,12.88,105,150,125,260
2021-02-09,Tuesday,0,Winter,Sunny,No Occasion,0,298,6.36,116,44,49,89
2021-02-10,Wednesday,0,Winter,Cold,No Occasion,0,383,8.31,113,66,85,119
2021-02-11,Thursday,0,Winter,Sunny,Festival,1,569,12.95,101,127,148,193
2021-02-12,Friday,0,Winter,Sunny,No Occasion,0,400,9.01,206,61,98,35
2021-02-13,Saturday,1,Winter,Cold,No Occasion,0,379,9.81,71,106,75,127
2021-02-14,Sunday,1,Winter,Cold,Local Event,1,510,10.48,164,93,94,159
2021-02-15,Monday,0,Winter,Cold,Festival,1,556,12.88,120,106,132,198
2021-02-16,Tuesday,0,Winter,Foggy,No Occasion,0,316,8.83,103,86,45,82
2021-02-17,Wednesday,0,Winter,Sunny,No Occasion,0,252,7.25,74,53,43,82
2021-02-18,Thursday,0,Winter,Foggy,No Occasion,0,275,7.78,105,46,33,91
2021-02-19,Friday,0,Winter,Cold,Festival,1,640,17.14,145,102,133,260
2021-02-20,Saturday,1,Winter,Cold,No Occasion,0,374,10.25,128,83,40,123
2021-02-21,Sunday,1,Winter,Foggy,No Occasion,0,412,9.6,131,76,105,100
2021-02-22,Monday,0,Winter,Foggy,No Occasion,0,332,8.65,101,86,45,100
2021-02-23,Tuesday,0,Winter,Sunny,No Occasion,0,249,7.21,60,85,48,56
2021-02-24,Wednesday,0,Winter,Cold,Local Event,0,267,7.24,52,88,64,63
2021-02-25,Thursday,0,Winter,Foggy,No Occasion,1,434,9.95,98,129,54,153
2021-02-26,Friday,0,Winter,Cold,No Occasion,0,347,10.01,90,78,90,89
2021-02-27,Saturday,1,Winter,Foggy,No Occasion,0,346,8.47,122,93,84,47
2021-02-28,Sunday,1,Winter,Cold,No Occasion,0,347,8.39,84,94,71,98
2021-03-01,Monday,0,Summer,Cloudy,No Occasion,0,368,8.61,162,85,97,24
2021-03-02,Tuesday,0,Summer,Sunny,No Occasion,0,337,6.82,137,113,41,46
2021-03-03,Wednesday,0,Summer,Sunny,No Occasion,0,254,5.96,77,72,58,47
2021-03-04,Thursday,0,Summer,Cloudy,No Occasion,0,200,5.89,76,60,49,15
2021-03-05,Friday,0,Summer,Sunny,No Occasion,0,333,8.41,82,102,79,70
2021-03-06,Saturday,1,Summer,Sunny,No Occasion,0,429,12.55,168,159,56,46
2021-03-07,Sunday,1,Summer,Sunny,No Occasion,0,474,11.01,198,96,102,78
2021-03-08,Monday,0,Summer,Sunny,No Occasion,0,380,9.29,106,100,88,86
2021-03-09,Tuesday,0,Summer,Sunny,No Occasion,0,326,9.12,74,129,70,53
2021-03-10,Wednesday,0,Summer,Sunny,No Occasion,0,328,6.6,107,136,22,63
2021-03-11,Thursday,0,Summer,Sunny,No Occasion,0,339,9.4,120,113,27,79
2021-03-12,Friday,0,Summer,Sunny,No Occasion,0,342,7.0,112,44,93,93
2021-03-13,Saturday,1,Summer,Sunny,No Occasion,0,390,8.2,96,84,87,123
2021-03-14,Sunday,1,Summer,Cloudy,No Occasion,0,386,10.56,150,111,32,93
2021-03-15,Monday,0,Summer,Sunny,No Occasion,0,210,5.69,52,38,42,78
2021-03-16,Tuesday,0,Summer,Sunny,No Occasion,0,232,5.41,90,77,17,48
2021-03-17,Wednesday,0,Summer,Cloudy,No Occasion,0,381,9.82,82,174,67,58
2021-03-18,Thursday,0,Summer,Cloudy,No Occasion,0,336,8.07,109,98,112,17
2021-03-19,Friday,0,Summer,Cloudy,No Occasion,0,360,10.58,92,104,90,74
2021-03-20,Saturday,1,Summer,Sunny,No Occasion,0,329,8.41,125,72,68,64
2021-03-21,Sunday,1,Summer,Sunny,Local Event,1,507,14.19,179,153,85,90
2021-03-22,Monday,0,Summer,Sunny,No Occasion,0,364,9.78,81,124,90,69
2021-03-23,Tuesday,0,Summer,Cloudy,No Occasion,0,431,9.77,150,163,106,12
2021-03-24,Wednesday,0,Summer,Cloudy,Local Event,0,270,6.04,72,64,84,50
2021-03-25,Thursday,0,Summer,Sunny,No Occasion,0,231,4.92,76,80,26,49
2021-03-26,Friday,0,Summer,Sunny,No Occasion,0,337,7.01,89,119,49,80
2021-03-27,Saturday,1,Summer,Sunny,Local Event,0,428,11.99,130,128,118,52
2021-03-28,Sunday,1,Summer,Rainy,No Occasion,0,323,8.07,128,99,85,11
2021-03-29,Monday,0,Summer,Rainy,No Occasion,0,234,5.27,56,78,62,38
2021-03-30,Tuesday,0,Summer,Cloudy,Festival,1,585,16.43,75,181,123,206
2021-03-31,Wednesday,0,Summer,Sunny,No Occasion,0,264,5.9,88,58,66,52
2021-04-01,Thursday,0,Summer,Cloudy,No Occasion,1,432,11.54,143,117,123,49
2021-04-02,Friday,0,Summer,Cloudy,No Occasion,0,278,6.37,40,86,66,86
2021-04-03,Saturday,1,Summer,Sunny,No Occasion,0,289,8.16,94,105,63,27
2021-04-04,Sunday,1,Summer,Sunny,Local Event,1,443,13.2,154,115,62,112
2021-04-05,Monday,0,Summer,Cloudy,No Occasion,0,327,8.32,85,139,47,56
2021-04-06,Tuesday,0,Summer,Rainy,No Occasion,1,258,6.1,63,94,48,53
2021-04-07,Wednesday,0,Summer,Sunny,Local Event,1,428,10.49,97,173,83,75
2021-04-08,Thursday,0,Summer,Cloudy,No Occasion,0,283,6.9,62,95,77,49
2021-04-09,Friday,0,Summer,Cloudy,No Occasion,0,373,9.36,106,168,51,48
2021-04-10,Saturday,1,Summer,Sunny,No Occasion,0,431,11.8,132,184,91,24
2021-04-11,Sunday,1,Summer,Cloudy,No Occasion,0,463,12.48,166,115,123,59
2021-04-12,Monday,0,Summer,Sunny,No Occasion,0,312,7.84,104,100,47,61
2021-04-13,Tuesday,0,Summer,Rainy,No Occasion,0,231,5.95,81,102,27,21
2021-04-14,Wednesday,0,Summer,Sunny,No Occasion,0,297,7.31,57,71,122,47
2021-04-15,Thursday,0,Summer,Sunny,No Occasion,1,338,8.45,118,74,80,66
2021-04-16,Friday,0,Summer,Sunny,No Occasion,0,405,11.43,147,117,41,100
2021-04-17,Saturday,1,Summer,Sunny,No Occasion,0,334,9.8,114,88,62,70
2021-04-18,Sunday,1,Summer,Sunny,No Occasion,0,392,9.17,122,111,127,32
2021-04-19,Monday,0,Summer,Sunny,No Occasion,0,261,6.49,79,69,52,61
2021-04-20,Tuesday,0,Summer,Cloudy,Festival,0,415,8.43,108,94,71,142
2021-04-21,Wednesday,0,Summer,Sunny,No Occasion,0,291,8.18,126,52,30,83
2021-04-22,Thursday,0,Summer,Cloudy,Local Event,1,472,11.01,152,143,123,54
2021-04-23,Friday,0,Summer,Sunny,Festival,1,497,11.78,99,140,83,175
2021-04-24,Saturday,1,Summer,Sunny,No Occasion,0,350,10.21,134,102,77,37
2021-04-25,Sunday,1,Summer,Sunny,Festival,1,647,14.41,239,76,142,190
2021-04-26,Monday,0,Summer,Sunny,No Occasion,0,308,8.97,62,102,79,65
2021-04-27,Tuesday,0,Summer,Sunny,No Occasion,0,330,7.71,118,63,60,89
2021-04-28,Wednesday,0,Summer,Sunny,Festival,0,529,11.0,124,187,94,124
2021-04-29,Thursday,0,Summer,Sunny,Local Event,0,365,10.08,90,87,102,86
2021-04-30,Friday,0,Summer,Cloudy,No Occasion,0,227,5.17,58,96,12,61
2021-05-01,Saturday,1,Summer,Sunny,No Occasion,0,392,9.9,131,127,82,52
2021-05-02,Sunday,1,Summer,Sunny,No Occasion,0,372,7.65,138,97,81,56
2021-05-03,Monday,0,Summer,Rainy,No Occasion,0,205,5.19,79,81,41,4
2021-05-04,Tuesday,0,Summer,Cloudy,No Occasion,0,367,10.08,127,50,92,98
2021-05-05,Wednesday,0,Summer,Rainy,Local Event,1,204,5.97,52,64,53,35
2021-05-06,Thursday,0,Summer,Sunny,No Occasion,0,308,7.5,110,122,27,49
2021-05-07,Friday,0,Summer,Sunny,No Occasion,0,354,9.78,126,106,54,68
2021-05-08,Saturday,1,Summer,Sunny,No Occasion,0,416,9.26,93,114,180,29
2021-05-09,Sunday,1,Summer,Rainy,No Occasion,0,300,8.12,90,97,74,39
2021-05-10,Monday,0,Summer,Sunny,No Occasion,0,297,7.66,82,77,73,65
2021-05-11,Tuesday,0,Summer,Cloudy,No Occasion,0,234,5.39,74,46,59,55
2021-05-12,Wednesday,0,Summer,Sunny,No Occasion,0,401,10.7,99,103,85,114
2021-05-13,Thursday,0,Summer,Sunny,No Occasion,0,293,6.0,81,99,74,39
2021-05-14,Friday,0,Summer,Sunny,No Occasion,0,311,6.94,78,98,19,116
2021-05-15,Saturday,1,Summer,Sunny,Festival,1,678,16.87,184,120,193,181
2021-05-16,Sunday,1,Summer,Rainy,No Occasion,0,297,7.03,69,105,64,59
2021-05-17,Monday,0,Summer,Cloudy,No Occasion,0,306,6.56,111,105,37,53
2021-05-18,Tuesday,0,Summer,Sunny,No Occasion,0,370,7.97,104,129,97,40
2021-05-19,Wednesday,0,Summer,Sunny,No Occasion,0,301,7.06,140,91,62,8
2021-05-20,Thursday,0,Summer,Cloudy,Festival,1,669,18.17,120,199,151,199
2021-05-21,Friday,0,Summer,Sunny,No Occasion,0,293,7.9,104,102,48,39
2021-05-22,Saturday,1,Summer,Rainy,No Occasion,0,304,6.84,119,109,51,25
2021-05-23,Sunday,1,Summer,Cloudy,No Occasion,0,466,12.76,191,112,81,82
2021-05-24,Monday,0,Summer,Sunny,No Occasion,0,273,7.72,75,86,74,38
2021-05-25,Tuesday,0,Summer,Cloudy,No Occasion,0,282,6.48,88,56,71,67
2021-05-26,Wednesday,0,Summer,Sunny,No Occasion,0,285,7.19,95,94,61,35
2021-05-27,Thursday,0,Summer,Rainy,No Occasion,0,368,9.1,137,103,82,46
2021-05-28,Friday,0,Summer,Sunny,No Occasion,0,358,7.85,116,120,78,44
2021-05-29,Saturday,1,Summer,Sunny,No Occasion,0,398,10.24,128,114,93,63
2021-05-30,Sunday,1,Summer,Sunny,No Occasion,0,422,9.52,118,93,121,90
2021-05-31,Monday,0,Summer,Sunny,No Occasion,0,338,6.92,120,123,85,10
2021-06-01,Tuesday,0,Monsoon,Sunny,No Occasion,0,354,10.46,105,94,79,76
2021-06-02,Wednesday,0,Monsoon,Rainy,No Occasion,0,239,5.22,69,83,68,19
2021-06-03,Thursday,0,Monsoon,Rainy,No Occasion,0,257,6.05,69,120,42,26
2021-06-04,Friday,0,Monsoon,Sunny,No Occasion,0,297,8.19,116,98,49,34
2021-06-05,Saturday,1,Monsoon,Cloudy,No Occasion,0,517,12.54,152,151,118,96
2021-06-06,Sunday,1,Monsoon,Cloudy,No Occasion,0,391,7.84,117,135,70,69
2021-06-07,Monday,0,Monsoon,Rainy,No Occasion,0,208,4.57,87,70,41,10
2021-06-08,Tuesday,0,Monsoon,Cloudy,No Occasion,1,385,8.2,122,86,33,144
2021-06-09,Wednesday,0,Monsoon,Cloudy,No Occasion,1,473,11.71,135,171,54,113
2021-06-10,Thursday,0,Monsoon,Sunny,No Occasion,0,336,8.98,111,113,41,71
2021-06-11,Friday,0,Monsoon,Rainy,Festival,1,478,11.41,120,129,119,110
2021-06-12,Saturday,1,Monsoon,Cloudy,No Occasion,0,364,9.71,128,82,84,70
2021-06-13,Sunday,1,Monsoon,Heavy Rain,No Occasion,0,201,5.24,47,74,49,31
2021-06-14,Monday,0,Monsoon,Rainy,No Occasion,0,277,5.61,96,145,29,7
2021-06-15,Tuesday,0,Monsoon,Rainy,No Occasion,0,269,6.88,101,90,62,16
2021-06-16,Wednesday,0,Monsoon,Sunny,No Occasion,0,235,6.48,68,65,81,21
2021-06-17,Thursday,0,Monsoon,Heavy Rain,No Occasion,0,152,3.93,25,71,32,24
2021-06-18,Friday,0,Monsoon,Sunny,No Occasion,0,328,9.53,126,75,71,56
2021-06-19,Saturday,1,Monsoon,Heavy Rain,No Occasion,0,194,5.6,62,90,23,19
2021-06-20,Sunday,1,Monsoon,Rainy,No Occasion,0,279,5.72,64,107,54,54
2021-06-21,Monday,0,Monsoon,Rainy,No Occasion,0,170,3.96,55,72,21,22
2021-06-22,Tuesday,0,Monsoon,Rainy,No Occasion,0,195,4.02,52,80,48,15
2021-06-23,Wednesday,0,Monsoon,Sunny,No Occasion,0,395,10.15,162,75,95,63
2021-06-24,Thursday,0,Monsoon,Sunny,Local Event,0,406,10.41,131,109,53,113
2021-06-25,Friday,0,Monsoon,Rainy,No Occasion,0,249,5.75,55,112,61,21
2021-06-26,Saturday,1,Monsoon,Sunny,No Occasion,0,285,6.2,115,101,42,27
2021-06-27,Sunday,1,Monsoon,Rainy,No Occasion,0,407,10.13,87,136,103,81
2021-06-28,Monday,0,Monsoon,Sunny,No Occasion,0,278,5.84,89,63,56,70
2021-06-29,Tuesday,0,Monsoon,Heavy Rain,No Occasion,1,220,6.32,80,75,22,43
2021-06-30,Wednesday,0,Monsoon,Rainy,No Occasion,0,187,5.28,45,85,44,13
2021-07-01,Thursday,0,Monsoon,Heavy Rain,No Occasion,1,201,5.23,40,80,41,40
2021-07-02,Friday,0,Monsoon,Cloudy,No Occasion,0,319,7.36,124,75,59,61
2021-07-03,Saturday,1,Monsoon,Cloudy,No Occasion,0,307,8.18,134,103,43,27
2021-07-04,Sunday,1,Monsoon,Rainy,No Occasion,0,406,9.76,159,124,94,29
2021-07-05,Monday,0,Monsoon,Rainy,No Occasion,0,216,5.94,71,75,45,25
2021-07-06,Tuesday,0,Monsoon,Heavy Rain,No Occasion,0,193,5.3,45,78,41,29
2021-07-07,Wednesday,0,Monsoon,Heavy Rain,No Occasion,1,184,4.46,54,59,30,41
2021-07-08,Thursday,0,Monsoon,Cloudy,No Occasion,0,283,6.39,87,61,85,50
2021-07-09,Friday,0,Monsoon,Rainy,No Occasion,0,306,6.42,76,195,21,14
2021-07-10,Saturday,1,Monsoon,Rainy,No Occasion,0,320,7.9,139,74,94,13
2021-07-11,Sunday,1,Monsoon,Heavy Rain,No Occasion,0,353,10.55,141,100,57,55
2021-07-12,Monday,0,Monsoon,Cloudy,No Occasion,0,317,8.07,84,87,120,26
2021-07-13,Tuesday,0,Monsoon,Rainy,No Occasion,0,221,6.31,79,66,29,47
2021-07-14,Wednesday,0,Monsoon,Rainy,No Occasion,0,292,6.86,75,142,62,13
2021-07-15,Thursday,0,Monsoon,Rainy,No Occasion,0,252,5.89,108,77,28,39
2021-07-16,Friday,0,Monsoon,Heavy Rain,No Occasion,0,267,6.87,63,132,40,32
2021-07-17,Saturday,1,Monsoon,Rainy,No Occasion,0,378,10.57,135,170,31,42
2021-07-18,Sunday,1,Monsoon,Heavy Rain,No Occasion,1,295,6.31,100,84,67,44
2021-07-19,Monday,0,Monsoon,Heavy Rain,No Occasion,1,228,4.61,45,125,40,18
2021-07-20,Tuesday,0,Monsoon,Sunny,No Occasion,0,333,8.09,97,107,73,56
2021-07-21,Wednesday,0,Monsoon,Rainy,No Occasion,0,169,4.91,57,59,50,3
2021-07-22,Thursday,0,Monsoon,Rainy,No Occasion,0,243,7.05,106,84,42,11
2021-07-23,Friday,0,Monsoon,Rainy,No Occasion,0,138,3.19,43,41,40,14
2021-07-24,Saturday,1,Monsoon,Rainy,Festival,1,383,11.06,68,118,59,138
2021-07-25,Sunday,1,Monsoon,Cloudy,No Occasion,0,411,11.79,156,125,66,64
2021-07-26,Monday,0,Monsoon,Rainy,No Occasion,0,311,8.93,47,116,94,54
2021-07-27,Tuesday,0,Monsoon,Rainy,No Occasion,0,275,6.7,84,115,67,9
2021-07-28,Wednesday,0,Monsoon,Cloudy,Festival,1,615,14.52,116,110,170,219
2021-07-29,Thursday,0,Monsoon,Cloudy,No Occasion,0,397,11.22,135,141,81,40
2021-07-30,Friday,0,Monsoon,Sunny,Festival,1,606,15.52,133,105,150,218
2021-07-31,Saturday,1,Monsoon,Cloudy,No Occasion,0,425,11.42,171,91,99,64
2021-08-01,Sunday,1,Monsoon,Rainy,No Occasion,0,348,8.25,125,119,85,19
2021-08-02,Monday,0,Monsoon,Rainy,No Occasion,0,347,7.62,128,94,93,32
2021-08-03,Tuesday,0,Monsoon,Heavy Rain,No Occasion,0,152,3.65,31,60,46,15
2021-08-04,Wednesday,0,Monsoon,Rainy,Local Event,0,248,5.17,78,117,32,21
2021-08-05,Thursday,0,Monsoon,Rainy,No Occasion,0,270,8.03,88,94,69,19
2021-08-06,Friday,0,Monsoon,Rainy,No Occasion,0,299,8.35,77,136,60,26
2021-08-07,Saturday,1,Monsoon,Rainy,No Occasion,0,253,6.52,83,104,39,27
2021-08-08,Sunday,1,Monsoon,Cloudy,Local Event,0,357,9.21,156,47,88,66
2021-08-09,Monday,0,Monsoon,Cloudy,No Occasion,0,247,5.01,66,56,48,77
2021-08-10,Tuesday,0,Monsoon,Rainy,No Occasion,0,263,6.62,87,92,52,32
2021-08-11,Wednesday,0,Monsoon,Rainy,No Occasion,0,188,4.05,71,77,30,10
2021-08-12,Thursday,0,Monsoon,Sunny,No Occasion,0,337,8.01,145,16,112,64
2021-08-13,Friday,0,Monsoon,Cloudy,No Occasion,0,263,7.42,121,59,35,48
2021-08-14,Saturday,1,Monsoon,Rainy,Festival,1,392,9.22,86,85,67,154
2021-08-15,Sunday,1,Monsoon,Rainy,No Occasion,0,267,6.98,47,123,82,15
2021-08-16,Monday,0,Monsoon,Sunny,No Occasion,0,335,8.41,79,63,71,122
2021-08-17,Tuesday,0,Monsoon,Rainy,No Occasion,1,272,5.63,62,127,20,63
2021-08-18,Wednesday,0,Monsoon,Rainy,No Occasion,0,212,5.73,62,68,49,33
2021-08-19,Thursday,0,Monsoon,Heavy Rain,No Occasion,0,159,3.2,43,58,42,16
2021-08-20,Friday,0,Monsoon,Rainy,No Occasion,0,289,8.18,76,89,87,37
2021-08-21,Saturday,1,Monsoon,Rainy,No Occasion,0,349,8.12,139,126,55,29
2021-08-22,Sunday,1,Monsoon,Rainy,No Occasion,0,395,11.37,131,131,88,45
2021-08-23,Monday,0,Monsoon,Cloudy,No Occasion,0,323,6.69,110,66,114,33
2021-08-24,Tuesday,0,Monsoon,Rainy,No Occasion,0,276,7.09,61,156,48,11
2021-08-25,Wednesday,0,Monsoon,Rainy,No Occasion,0,292,7.64,120,116,51,5
2021-08-26,Thursday,0,Monsoon,Rainy,No Occasion,0,265,7.92,100,102,40,23
